Blender 4.0.2
Read prefs: "/root/.config/blender/4.0/config/userpref.blend"
Read blend: "/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/model/CISCO-Nexus-N9K-C9336C-FX2.blend"
Fra:1 Mem:123.63M (Peak 123.63M) | Time:00:00.07 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:161.94M (Peak 161.94M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_subtle_recessed_contact_row
Fra:1 Mem:161.95M (Peak 161.95M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_1_2.8
Fra:1 Mem:161.97M (Peak 161.97M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_1_0
Fra:1 Mem:161.98M (Peak 161.98M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_1_-2.8
Fra:1 Mem:161.99M (Peak 161.99M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_guide_1_4.25
Fra:1 Mem:162.01M (Peak 162.01M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_guide_1_-4.25
Fra:1 Mem:162.02M (Peak 162.02M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_-1_2.8
Fra:1 Mem:162.03M (Peak 162.03M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_-1_0
Fra:1 Mem:162.05M (Peak 162.05M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_spring_-1_-2.8
Fra:1 Mem:162.06M (Peak 162.06M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_guide_-1_4.25
Fra:1 Mem:162.07M (Peak 162.07M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_guide_-1_-4.25
Fra:1 Mem:162.08M (Peak 162.08M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_connector_contact_surround
Fra:1 Mem:162.09M (Peak 162.09M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port02_recessed_connector_stop
Fra:1 Mem:162.09M (Peak 162.09M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_subtle_recessed_contact_row
Fra:1 Mem:162.11M (Peak 162.11M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_1_2.8
Fra:1 Mem:162.12M (Peak 162.12M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_1_0
Fra:1 Mem:162.13M (Peak 162.13M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_1_-2.8
Fra:1 Mem:162.14M (Peak 162.14M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_guide_1_4.25
Fra:1 Mem:162.16M (Peak 162.16M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_guide_1_-4.25
Fra:1 Mem:162.17M (Peak 162.17M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_-1_2.8
Fra:1 Mem:162.18M (Peak 162.18M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_-1_0
Fra:1 Mem:162.20M (Peak 162.20M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_spring_-1_-2.8
Fra:1 Mem:162.21M (Peak 162.21M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_guide_-1_4.25
Fra:1 Mem:162.22M (Peak 162.22M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_guide_-1_-4.25
Fra:1 Mem:162.23M (Peak 162.23M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_connector_contact_surround
Fra:1 Mem:162.24M (Peak 162.24M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_recessed_connector_stop
Fra:1 Mem:162.25M (Peak 162.25M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_internal_cooling_shelf
Fra:1 Mem:162.25M (Peak 162.25M) | Time:00:00.20 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_front_separator_true_perforations
Fra:1 Mem:162.52M (Peak 162.52M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_stainless_shell_29mm_deep
Fra:1 Mem:162.54M (Peak 162.54M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-256_32.8
Fra:1 Mem:162.56M (Peak 162.56M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-256_10.8
Fra:1 Mem:162.58M (Peak 162.58M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-284_32.8
Fra:1 Mem:162.59M (Peak 162.59M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-284_10.8
Fra:1 Mem:162.61M (Peak 162.61M) | Time:00:00.21 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_EAR_bent_opaque_solid_with_true_bores
Fra:1 Mem:163.27M (Peak 163.27M) | Time:00:00.22 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-256_32.8
Fra:1 Mem:163.29M (Peak 163.29M) | Time:00:00.22 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-256_10.8
Fra:1 Mem:163.31M (Peak 163.31M) | Time:00:00.22 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-284_32.8
Fra:1 Mem:163.32M (Peak 163.32M) | Time:00:00.22 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-284_10.8
Fra:1 Mem:163.34M (Peak 163.34M) | Time:00:00.22 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_EAR_bent_opaque_solid_with_true_bores
Fra:1 Mem:164.00M (Peak 164.00M) | Time:00:00.23 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_face_solid_punched_panel
Fra:1 Mem:172.65M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_flush_Phillips_00
Fra:1 Mem:172.67M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-160
Fra:1 Mem:172.68M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-110
Fra:1 Mem:172.69M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-20
Fra:1 Mem:172.71M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_70
Fra:1 Mem:172.72M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_160
Fra:1 Mem:172.73M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_side_rim_218.46
Fra:1 Mem:172.73M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_side_rim_-218.46
Fra:1 Mem:172.74M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_horizontal_rim_42.438
Fra:1 Mem:172.74M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_horizontal_rim_1.25
Fra:1 Mem:172.74M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Interior_under_port_vent_baffle
Fra:1 Mem:172.74M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_vent_side_border_1
Fra:1 Mem:172.74M (Peak 175.98M) | Time:00:00.31 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_vent_side_border_-1
Fra:1 Mem:172.74M (Peak 181.79M) | Time:00:00.49 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Initializing
Fra:1 Mem:168.29M (Peak 181.79M) | Time:00:00.49 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading NWR_original_chassis_label_baked
Fra:1 Mem:168.29M (Peak 181.79M) | Time:00:00.49 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading chassis-satin-nickel-roughness
Fra:1 Mem:170.80M (Peak 181.79M) | Time:00:00.50 | Mem:1.00M, Peak:1.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading metal-micro-normal
Fra:1 Mem:171.80M (Peak 181.79M) | Time:00:00.51 | Mem:2.00M, Peak:2.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading fastener-steel-roughness
Fra:1 Mem:172.80M (Peak 181.79M) | Time:00:00.52 | Mem:3.00M, Peak:3.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading zinc-plated-brackets-roughness
Fra:1 Mem:173.80M (Peak 181.79M) | Time:00:00.52 | Mem:4.50M, Peak:4.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading dark-grille-metal-roughness
Fra:1 Mem:174.80M (Peak 181.79M) | Time:00:00.52 | Mem:5.50M, Peak:5.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images | Loading cage-stainless-steel-roughness
Fra:1 Mem:155.35M (Peak 181.79M) | Time:00:00.54 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Waiting for render to start
Fra:1 Mem:155.35M (Peak 181.79M) | Time:00:00.54 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:155.35M (Peak 181.79M) | Time:00:00.54 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene
Fra:1 Mem:155.35M (Peak 181.79M) | Time:00:00.54 | Mem:7.50M, Peak:7.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Shaders
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Procedurals
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Background
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Camera
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Meshes Flags
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects
Fra:1 Mem:155.44M (Peak 181.79M) | Time:00:00.54 | Mem:7.51M, Peak:7.51M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:155.67M (Peak 181.79M) | Time:00:00.54 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:155.67M (Peak 181.79M) | Time:00:00.54 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Particle Systems
Fra:1 Mem:155.67M (Peak 181.79M) | Time:00:00.54 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:155.67M (Peak 181.79M) | Time:00:00.54 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Meshes
Fra:1 Mem:161.56M (Peak 181.79M) | Time:00:00.56 | Mem:7.73M, Peak:7.73M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:187.97M (Peak 187.97M) | Time:00:00.60 | Mem:7.77M, Peak:7.77M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.02M, Peak:34.02M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_subtle_recessed_contact_row 30/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.03M, Peak:34.03M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_subtle_recessed_contact_row 30/30 | Building BVH 0%
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.04M, Peak:34.05M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_2.8 29/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.05M, Peak:34.05M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_0 28/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.06M, Peak:34.06M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_-2.8 27/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.07M, Peak:34.07M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_4.25 26/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.08M, Peak:34.08M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_-4.25 25/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.09M, Peak:34.09M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_2.8 24/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.10M, Peak:34.10M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_0 23/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.11M, Peak:34.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_-2.8 22/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.12M, Peak:34.12M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_-1_4.25 21/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.13M, Peak:34.13M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_-1_-4.25 20/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.14M, Peak:34.14M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_connector_contact_surround 19/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.15M, Peak:34.16M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_recessed_connector_stop 18/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.16M, Peak:34.17M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_subtle_recessed_contact_row 17/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.19M, Peak:34.19M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_2.8 16/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.20M, Peak:34.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_0 15/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.21M, Peak:34.21M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_-2.8 14/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.22M, Peak:34.22M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_4.25 13/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.23M, Peak:34.23M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_-4.25 12/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.24M, Peak:34.24M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_2.8 11/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.25M, Peak:34.25M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_0 10/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.25M, Peak:34.26M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_-2.8 9/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.26M, Peak:34.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_4.25 8/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.27M, Peak:34.28M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_-4.25 7/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.28M, Peak:34.29M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_connector_contact_surround 6/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.30M, Peak:34.30M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Lid_flush_Phillips_00 1/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.30M, Peak:34.30M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_recessed_connector_stop 5/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.31M, Peak:34.32M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_internal_cooling_shelf 4/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.32M, Peak:34.32M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_front_separator_true_perforations 3/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.39M, Peak:34.40M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_stainless_shell_29mm_deep 2/30 | Building BVH
Fra:1 Mem:187.85M (Peak 187.97M) | Time:00:00.60 | Mem:34.49M, Peak:34.56M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:187.86M (Peak 187.97M) | Time:00:00.60 | Mem:34.49M, Peak:34.56M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:187.86M (Peak 187.97M) | Time:00:00.71 | Mem:58.89M, Peak:70.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:187.86M (Peak 187.97M) | Time:00:00.71 | Mem:58.89M, Peak:70.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:201.06M (Peak 201.06M) | Time:00:00.72 | Mem:58.89M, Peak:70.50M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:201.06M (Peak 201.06M) | Time:00:00.72 | Mem:72.10M, Peak:72.10M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects Flags
Fra:1 Mem:201.06M (Peak 201.06M) | Time:00:00.72 | Mem:72.11M, Peak:72.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.11M, Peak:72.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.11M, Peak:72.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Camera Volume
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.11M, Peak:72.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.19M, Peak:72.19M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.19M, Peak:72.19M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:201.07M (Peak 201.07M) | Time:00:00.72 | Mem:72.19M, Peak:72.19M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:201.08M (Peak 201.08M) | Time:00:00.72 | Mem:72.20M, Peak:72.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Integrator
Fra:1 Mem:202.08M (Peak 202.08M) | Time:00:00.72 | Mem:73.20M, Peak:73.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Film
Fra:1 Mem:202.08M (Peak 202.08M) | Time:00:00.72 | Mem:73.12M, Peak:73.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:202.08M (Peak 202.08M) | Time:00:00.72 | Mem:73.20M, Peak:73.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Baking
Fra:1 Mem:202.08M (Peak 202.08M) | Time:00:00.72 | Mem:73.20M, Peak:73.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:202.10M (Peak 202.10M) | Time:00:00.72 | Mem:73.20M, Peak:73.20M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 0/40
Fra:1 Mem:238.15M (Peak 238.15M) | Time:00:01.49 | Remaining:00:30.03 | Mem:109.26M, Peak:109.26M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 1/40
Fra:1 Mem:238.15M (Peak 238.15M) | Time:00:18.69 | Remaining:00:03.81 | Mem:109.26M, Peak:109.26M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 33/40
Fra:1 Mem:254.18M (Peak 286.22M) | Time:00:23.08 | Mem:109.26M, Peak:109.26M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 40/40
Fra:1 Mem:254.18M (Peak 286.22M) | Time:00:23.08 | Mem:109.26M, Peak:109.26M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Finished
Saved: '/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/qa/original-shell-bottom-INFERRED-transparent.png'
Time: 00:23.50 (Saving: 00:00.39)

SHELL_ALPHA original bottom-INFERRED
Fra:1 Mem:129.54M (Peak 129.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
