Blender 4.0.2
Read prefs: "/root/.config/blender/4.0/config/userpref.blend"
Read blend: "/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/model/CISCO-Nexus-N9K-C9336C-FX2.blend"
Fra:1 Mem:100.54M (Peak 100.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:164.17M (Peak 164.17M) | Time:00:00.41 | Mem:7.77M, Peak:7.77M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.79M, Peak:33.79M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Lid_flush_Phillips_00 1/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.80M, Peak:33.80M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Lid_flush_Phillips_00 1/30 | Building BVH 0%
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.80M, Peak:33.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_internal_cooling_shelf 4/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.80M, Peak:33.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_front_separator_true_perforations 3/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.81M, Peak:33.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Pair01_stainless_shell_29mm_deep 2/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.81M, Peak:33.81M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_recessed_connector_stop 5/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.90M, Peak:33.90M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_connector_contact_surround 6/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.92M, Peak:33.92M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_-4.25 7/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.94M, Peak:33.95M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_-1_4.25 8/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.94M, Peak:33.95M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_2.8 29/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.97M, Peak:33.97M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_-2.8 9/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:33.98M, Peak:33.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_0 28/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.02M, Peak:34.02M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_1_-2.8 27/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.02M, Peak:34.02M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_-1_2.8 11/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.04M, Peak:34.04M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_-4.25 12/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.06M, Peak:34.06M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_4.25 26/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.07M, Peak:34.07M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_guide_1_4.25 13/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.10M, Peak:34.10M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_-2.8 14/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.10M, Peak:34.11M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_1_-4.25 25/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.12M, Peak:34.12M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_0 15/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.14M, Peak:34.14M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_spring_1_2.8 16/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.16M, Peak:34.16M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port01_subtle_recessed_contact_row 17/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.17M, Peak:34.17M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_2.8 24/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.18M, Peak:34.18M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_recessed_connector_stop 18/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.21M, Peak:34.21M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_0 23/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.23M, Peak:34.24M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_connector_contact_surround 19/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.28M, Peak:34.28M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_spring_-1_-2.8 22/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.28M, Peak:34.28M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Geometry BVH Port02_guide_-1_4.25 21/30 | Building BVH
Fra:1 Mem:164.04M (Peak 164.17M) | Time:00:00.41 | Mem:34.27M, Peak:34.34M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:164.06M (Peak 164.17M) | Time:00:00.41 | Mem:34.27M, Peak:34.34M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:164.06M (Peak 164.17M) | Time:00:00.46 | Mem:58.47M, Peak:69.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:164.06M (Peak 164.17M) | Time:00:00.46 | Mem:58.47M, Peak:69.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:177.15M (Peak 177.15M) | Time:00:00.47 | Mem:58.47M, Peak:69.98M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:177.15M (Peak 177.15M) | Time:00:00.47 | Mem:71.57M, Peak:71.57M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Objects Flags
Fra:1 Mem:177.15M (Peak 177.15M) | Time:00:00.47 | Mem:71.58M, Peak:71.58M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.58M, Peak:71.58M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Images
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.58M, Peak:71.58M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Camera Volume
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.58M, Peak:71.58M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.66M, Peak:71.66M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.66M, Peak:71.66M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:177.16M (Peak 177.16M) | Time:00:00.47 | Mem:71.66M, Peak:71.66M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:177.17M (Peak 177.17M) | Time:00:00.47 | Mem:71.67M, Peak:71.67M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Integrator
Fra:1 Mem:178.17M (Peak 178.17M) | Time:00:00.47 | Mem:72.67M, Peak:72.67M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Film
Fra:1 Mem:178.17M (Peak 178.17M) | Time:00:00.47 | Mem:72.59M, Peak:72.67M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Lookup Tables
Fra:1 Mem:178.17M (Peak 178.17M) | Time:00:00.47 | Mem:72.68M, Peak:72.68M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Baking
Fra:1 Mem:178.17M (Peak 178.17M) | Time:00:00.47 | Mem:72.68M, Peak:72.68M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:178.19M (Peak 178.19M) | Time:00:00.47 | Mem:72.68M, Peak:72.68M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 0/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:00:04.41 | Remaining:08:21.31 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 1/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:00:29.99 | Remaining:06:30.30 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 9/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:00:55.89 | Remaining:06:01.88 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 17/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:01:21.66 | Remaining:05:34.50 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 25/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:01:47.14 | Remaining:05:07.07 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 33/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:02:13.11 | Remaining:04:41.46 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 41/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:02:39.02 | Remaining:04:15.63 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 49/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:03:04.66 | Remaining:03:49.43 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 57/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:03:27.00 | Remaining:03:26.53 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 64/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:03:39.18 | Remaining:02:50.11 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 72/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:03:51.58 | Remaining:02:18.66 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 80/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:03:59.85 | Remaining:01:48.81 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 88/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:04:08.22 | Remaining:01:22.58 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 96/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:04:14.46 | Remaining:00:58.61 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 104/128
Fra:1 Mem:359.78M (Peak 359.78M) | Time:04:20.81 | Remaining:00:37.19 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 112/128
Fra:1 Mem:402.51M (Peak 487.96M) | Time:04:29.79 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Sample 128/128
Fra:1 Mem:402.51M (Peak 487.96M) | Time:04:29.79 | Mem:254.27M, Peak:254.27M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Finished
Fra:1 Mem:124.28M (Peak 487.96M) | Time:04:29.82 | Compositing
Fra:1 Mem:124.28M (Peak 487.96M) | Time:04:29.82 | Compositing | Determining resolution
Fra:1 Mem:124.28M (Peak 487.96M) | Time:04:29.82 | Compositing | Initializing execution
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 1-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 3-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 4-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 2-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 5-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 6-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 7-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 8-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 9-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 10-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 11-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 12-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 13-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.83 | Compositing | Tile 14-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 15-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 16-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 17-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 18-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 19-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 20-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 21-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 22-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 23-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 24-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 25-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 26-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 27-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 28-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 29-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 30-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 31-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 32-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 33-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.84 | Compositing | Tile 34-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 35-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 36-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 37-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 38-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 39-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 40-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 41-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 42-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 43-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 44-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 45-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 46-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 47-48
Fra:1 Mem:167.08M (Peak 487.96M) | Time:04:29.85 | Compositing | Tile 48-48
Fra:1 Mem:167.01M (Peak 487.96M) | Time:04:29.85 | Compositing | De-initializing execution
Saved: '/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/previews/front-left.png'
Time: 04:30.37 (Saving: 00:00.52)

VIEW_COMPLETE front-left
Fra:1 Mem:106.45M (Peak 106.45M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:106.45M (Peak 106.45M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_sidewall_with_mounting_provisions
Fra:1 Mem:106.69M (Peak 106.69M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Top_lid_main_sheet
Fra:1 Mem:107.04M (Peak 107.04M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_port_edge_fold
Fra:1 Mem:107.06M (Peak 107.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_staggered_punched_vent_2028_through_holes
Fra:1 Mem:111.74M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_vent_side_border_-1
Fra:1 Mem:111.71M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_vent_side_border_1
Fra:1 Mem:111.71M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Interior_under_port_vent_baffle
Fra:1 Mem:111.71M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_horizontal_rim_1.25
Fra:1 Mem:111.72M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_horizontal_rim_42.438
Fra:1 Mem:111.72M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_side_rim_-218.46
Fra:1 Mem:111.72M (Peak 111.74M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_side_rim_218.46
Fra:1 Mem:113.17M (Peak 113.17M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_160
Fra:1 Mem:113.17M (Peak 113.17M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_70
Fra:1 Mem:113.20M (Peak 113.20M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-20
Fra:1 Mem:113.21M (Peak 113.21M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-110
Fra:1 Mem:113.22M (Peak 113.22M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_module_divider_-160
Fra:1 Mem:113.24M (Peak 113.24M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Lid_flush_Phillips_00
Fra:1 Mem:113.26M (Peak 113.26M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_face_solid_punched_panel
Fra:1 Mem:115.53M (Peak 115.53M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_EAR_bent_opaque_solid_with_true_bores
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Studio_shadow_floor
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Original_photo_top_chassis_label
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_18_direction_1
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_18_direction_-1
Fra:1 Mem:128.63M (Peak 128.63M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_36
Fra:1 Mem:128.64M (Peak 128.64M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_35
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_17_direction_1
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_17_direction_-1
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_34
Fra:1 Mem:128.65M (Peak 128.65M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_33
Fra:1 Mem:128.66M (Peak 128.66M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_16_direction_1
Fra:1 Mem:128.66M (Peak 128.66M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_16_direction_-1
Fra:1 Mem:128.66M (Peak 128.66M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_32
Fra:1 Mem:128.67M (Peak 128.67M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_31
Fra:1 Mem:128.68M (Peak 128.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_15_direction_1
Fra:1 Mem:128.68M (Peak 128.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_15_direction_-1
Fra:1 Mem:128.68M (Peak 128.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_30
Fra:1 Mem:128.68M (Peak 128.68M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_29
Fra:1 Mem:128.69M (Peak 128.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_14_direction_1
Fra:1 Mem:128.69M (Peak 128.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port_pair_14_direction_-1
Fra:1 Mem:128.69M (Peak 128.69M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_28
Fra:1 Mem:128.70M (Peak 128.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PORT_NUMBER_27
